"","country","ISO","item","model"
"29436","Portugal","PT","Refinery Feedstocks","exio"
"29437","Portugal","PT","Ethane","exio"
"29438","Portugal","PT","Naphtha","exio"
"29439","Portugal","PT","White Spirit & SBP","exio"
"29440","Portugal","PT","Lubricants","exio"
"29441","Portugal","PT","Bitumen","exio"
"29442","Portugal","PT","Paraffin Waxes","exio"
"29443","Portugal","PT","Petroleum Coke","exio"
"29444","Portugal","PT","Non-specified Petroleum Products","exio"
"29445","Portugal","PT","Nuclear fuel","exio"
"29446","Portugal","PT","Plastics, basic","exio"
"29447","Portugal","PT","Secondary plastic for treatment, Re-processing of secondary plastic into new plastic","exio"
"29448","Portugal","PT","N-fertiliser","exio"
"29449","Portugal","PT","P- and other fertiliser","exio"
"29450","Portugal","PT","Chemicals nec","exio"
"29451","Portugal","PT","Charcoal","exio"
"29452","Portugal","PT","Additives/Blending Components","exio"
"29453","Portugal","PT","Biogasoline","exio"
"29454","Portugal","PT","Biodiesels","exio"
"29455","Portugal","PT","Other Liquid Biofuels","exio"
"29456","Portugal","PT","Rubber and plastic products","exio"
"29457","Portugal","PT","Glass and glass products","exio"
"29458","Portugal","PT","Secondary glass for treatment, Re-processing of secondary glass into new glass","exio"
"29459","Portugal","PT","Ceramic goods","exio"
"29460","Portugal","PT","Bricks, tiles and construction products, in baked clay","exio"
"29461","Portugal","PT","Cement, lime and plaster","exio"
"29462","Portugal","PT","Ash for treatment, Re-processing of ash into clinker","exio"
"29463","Portugal","PT","Other non-metallic mineral products","exio"
"29464","Portugal","PT","Basic iron and steel and of ferro-alloys and first products thereof","exio"
"29465","Portugal","PT","Secondary steel for treatment, Re-processing of secondary steel into new steel","exio"
"29466","Portugal","PT","Precious metals","exio"
"29467","Portugal","PT","Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals","exio"
"29468","Portugal","PT","Aluminium and aluminium products","exio"
"29469","Portugal","PT","Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium","exio"
"29470","Portugal","PT","Lead, zinc and tin and products thereof","exio"
"29471","Portugal","PT","Secondary lead for treatment, Re-processing of secondary lead into new lead","exio"
"29472","Portugal","PT","Copper products","exio"
"29473","Portugal","PT","Secondary copper for treatment, Re-processing of secondary copper into new copper","exio"
"29474","Portugal","PT","Other non-ferrous metal products","exio"
"29475","Portugal","PT","Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals","exio"
"29476","Portugal","PT","Foundry work services","exio"
"29477","Portugal","PT","Fabricated metal products, except machinery and equipment","exio"
"29478","Portugal","PT","Machinery and equipment n.e.c.","exio"
"29479","Portugal","PT","Office machinery and computers","exio"
"29480","Portugal","PT","Electrical machinery and apparatus n.e.c.","exio"
"29481","Portugal","PT","Radio, television and communication equipment and apparatus","exio"
"29482","Portugal","PT","Medical, precision and optical instruments, watches and clocks","exio"
"29483","Portugal","PT","Motor vehicles, trailers and semi-trailers","exio"
"29484","Portugal","PT","Other transport equipment","exio"
"29485","Portugal","PT","Furniture; other manufactured goods n.e.c.","exio"
"29486","Portugal","PT","Secondary raw materials","exio"
"29487","Portugal","PT","Bottles for treatment, Recycling of bottles by direct reuse","exio"
"29488","Portugal","PT","Electricity by coal","exio"
"29489","Portugal","PT","Electricity by gas","exio"
"29490","Portugal","PT","Electricity by nuclear","exio"
"29491","Portugal","PT","Electricity by hydro","exio"
"29492","Portugal","PT","Electricity by wind","exio"
"29493","Portugal","PT","Electricity by petroleum and other oil derivatives","exio"
"29494","Portugal","PT","Electricity by biomass and waste","exio"
"29495","Portugal","PT","Electricity by solar photovoltaic","exio"
"29496","Portugal","PT","Electricity by solar thermal","exio"
"29497","Portugal","PT","Electricity by tide, wave, ocean","exio"
"29498","Portugal","PT","Electricity by Geothermal","exio"
"29499","Portugal","PT","Electricity nec","exio"
"29500","Portugal","PT","Transmission services of electricity","exio"
"29501","Portugal","PT","Distribution and trade services of electricity","exio"
"29502","Portugal","PT","Coke oven gas","exio"
"29503","Portugal","PT","Blast Furnace Gas","exio"
"29504","Portugal","PT","Oxygen Steel Furnace Gas","exio"
"29505","Portugal","PT","Gas Works Gas","exio"
"29506","Portugal","PT","Biogas","exio"
"29507","Portugal","PT","Distribution services of gaseous fuels through mains","exio"
"29508","Portugal","PT","Steam and hot water supply services","exio"
"29509","Portugal","PT","Collected and purified water, distribution services of water","exio"
"29510","Portugal","PT","Construction work","exio"
"29511","Portugal","PT","Secondary construction material for treatment, Re-processing of secondary construction material into aggregates","exio"
"29512","Portugal","PT","Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries","exio"
"29513","Portugal","PT","Retail trade services of motor fuel","exio"
"29514","Portugal","PT","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","exio"
"29515","Portugal","PT","Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","exio"
"29516","Portugal","PT","Hotel and restaurant services","exio"
"29517","Portugal","PT","Railway transportation services","exio"
"29518","Portugal","PT","Other land transportation services","exio"
"29519","Portugal","PT","Transportation services via pipelines","exio"
"29520","Portugal","PT","Sea and coastal water transportation services","exio"
"29521","Portugal","PT","Inland water transportation services","exio"
"29522","Portugal","PT","Air transport services","exio"
"29523","Portugal","PT","Supporting and auxiliary transport services; travel agency services","exio"
"29524","Portugal","PT","Post and telecommunication services","exio"
"29525","Portugal","PT","Financial intermediation services, except insurance and pension funding services","exio"
"29526","Portugal","PT","Insurance and pension funding services, except compulsory social security services","exio"
"29527","Portugal","PT","Services auxiliary to financial intermediation","exio"
"29528","Portugal","PT","Real estate services","exio"
"29529","Portugal","PT","Renting services of machinery and equipment without operator and of personal and household goods","exio"
"29530","Portugal","PT","Computer and related services","exio"
"29531","Portugal","PT","Research and development services","exio"
"29532","Portugal","PT","Other business services","exio"
"29533","Portugal","PT","Public administration and defence services; compulsory social security services","exio"
"29534","Portugal","PT","Education services","exio"
"29535","Portugal","PT","Health and social work services","exio"
"29536","Portugal","PT","Food waste for treatment: incineration","exio"
"29537","Portugal","PT","Paper waste for treatment: incineration","exio"
"29538","Portugal","PT","Plastic waste for treatment: incineration","exio"
"29539","Portugal","PT","Intert/metal waste for treatment: incineration","exio"
"29540","Portugal","PT","Textiles waste for treatment: incineration","exio"
"29541","Portugal","PT","Wood waste for treatment: incineration","exio"
"29542","Portugal","PT","Oil/hazardous waste for treatment: incineration","exio"
"29543","Portugal","PT","Food waste for treatment: biogasification and land application","exio"
"29544","Portugal","PT","Paper waste for treatment: biogasification and land application","exio"
"29545","Portugal","PT","Sewage sludge for treatment: biogasification and land application","exio"
"29546","Portugal","PT","Food waste for treatment: composting and land application","exio"
"29547","Portugal","PT","Paper and wood waste for treatment: composting and land application","exio"
"29548","Portugal","PT","Food waste for treatment: waste water treatment","exio"
"29549","Portugal","PT","Other waste for treatment: waste water treatment","exio"
"29550","Portugal","PT","Food waste for treatment: landfill","exio"
"29551","Portugal","PT","Paper for treatment: landfill","exio"
"29552","Portugal","PT","Plastic waste for treatment: landfill","exio"
"29553","Portugal","PT","Inert/metal/hazardous waste for treatment: landfill","exio"
"29554","Portugal","PT","Textiles waste for treatment: landfill","exio"
"29555","Portugal","PT","Wood waste for treatment: landfill","exio"
"29556","Portugal","PT","Membership organisation services n.e.c.","exio"
"29557","Portugal","PT","Recreational, cultural and sporting services","exio"
"29558","Portugal","PT","Other services","exio"
"29559","Portugal","PT","Private households with employed persons","exio"
"29560","Portugal","PT","Extra-territorial organizations and bodies","exio"
"29561","Romania","RO","Paddy rice","exio"
"29562","Romania","RO","Wheat","exio"
"29563","Romania","RO","Cereal grains nec","exio"
"29564","Romania","RO","Vegetables, fruit, nuts","exio"
"29565","Romania","RO","Oil seeds","exio"
"29566","Romania","RO","Sugar cane, sugar beet","exio"
"29567","Romania","RO","Plant-based fibers","exio"
"29568","Romania","RO","Crops nec","exio"
"29569","Romania","RO","Cattle","exio"
"29570","Romania","RO","Pigs","exio"
"29571","Romania","RO","Poultry","exio"
"29572","Romania","RO","Meat animals nec","exio"
"29573","Romania","RO","Animal products nec","exio"
"29574","Romania","RO","Raw milk","exio"
"29575","Romania","RO","Wool, silk-worm cocoons","exio"
"29576","Romania","RO","Manure (conventional treatment)","exio"
"29577","Romania","RO","Manure (biogas treatment)","exio"
"29578","Romania","RO","Products of forestry, logging and related services","exio"
"29579","Romania","RO","Fish and other fishing products; services incidental of fishing","exio"
"29580","Romania","RO","Anthracite","exio"
"29581","Romania","RO","Coking Coal","exio"
"29582","Romania","RO","Other Bituminous Coal","exio"
"29583","Romania","RO","Sub-Bituminous Coal","exio"
"29584","Romania","RO","Patent Fuel","exio"
"29585","Romania","RO","Lignite/Brown Coal","exio"
"29586","Romania","RO","BKB/Peat Briquettes","exio"
"29587","Romania","RO","Peat","exio"
"29588","Romania","RO","Crude petroleum and services related to crude oil extraction, excluding surveying","exio"
"29589","Romania","RO","Natural gas and services related to natural gas extraction, excluding surveying","exio"
"29590","Romania","RO","Natural Gas Liquids","exio"
"29591","Romania","RO","Other Hydrocarbons","exio"
"29592","Romania","RO","Uranium and thorium ores","exio"
"29593","Romania","RO","Iron ores","exio"
"29594","Romania","RO","Copper ores and concentrates","exio"
"29595","Romania","RO","Nickel ores and concentrates","exio"
"29596","Romania","RO","Aluminium ores and concentrates","exio"
"29597","Romania","RO","Precious metal ores and concentrates","exio"
"29598","Romania","RO","Lead, zinc and tin ores and concentrates","exio"
"29599","Romania","RO","Other non-ferrous metal ores and concentrates","exio"
"29600","Romania","RO","Stone","exio"
"29601","Romania","RO","Sand and clay","exio"
"29602","Romania","RO","Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.","exio"
"29603","Romania","RO","Products of meat cattle","exio"
"29604","Romania","RO","Products of meat pigs","exio"
"29605","Romania","RO","Products of meat poultry","exio"
"29606","Romania","RO","Meat products nec","exio"
"29607","Romania","RO","products of Vegetable oils and fats","exio"
"29608","Romania","RO","Dairy products","exio"
"29609","Romania","RO","Processed rice","exio"
"29610","Romania","RO","Sugar","exio"
"29611","Romania","RO","Food products nec","exio"
"29612","Romania","RO","Beverages","exio"
"29613","Romania","RO","Fish products","exio"
"29614","Romania","RO","Tobacco products","exio"
"29615","Romania","RO","Textiles","exio"
"29616","Romania","RO","Wearing apparel; furs","exio"
"29617","Romania","RO","Leather and leather products","exio"
"29618","Romania","RO","Wood and products of wood and cork (except furniture); articles of straw and plaiting materials","exio"
"29619","Romania","RO","Wood material for treatment, Re-processing of secondary wood material into new wood material","exio"
"29620","Romania","RO","Pulp","exio"
"29621","Romania","RO","Secondary paper for treatment, Re-processing of secondary paper into new pulp","exio"
"29622","Romania","RO","Paper and paper products","exio"
"29623","Romania","RO","Printed matter and recorded media","exio"
"29624","Romania","RO","Coke Oven Coke","exio"
"29625","Romania","RO","Gas Coke","exio"
"29626","Romania","RO","Coal Tar","exio"
"29627","Romania","RO","Motor Gasoline","exio"
"29628","Romania","RO","Aviation Gasoline","exio"
"29629","Romania","RO","Gasoline Type Jet Fuel","exio"
"29630","Romania","RO","Kerosene Type Jet Fuel","exio"
"29631","Romania","RO","Kerosene","exio"
"29632","Romania","RO","Gas/Diesel Oil","exio"
"29633","Romania","RO","Heavy Fuel Oil","exio"
"29634","Romania","RO","Refinery Gas","exio"
"29635","Romania","RO","Liquefied Petroleum Gases (LPG)","exio"
"29636","Romania","RO","Refinery Feedstocks","exio"
"29637","Romania","RO","Ethane","exio"
"29638","Romania","RO","Naphtha","exio"
"29639","Romania","RO","White Spirit & SBP","exio"
"29640","Romania","RO","Lubricants","exio"
"29641","Romania","RO","Bitumen","exio"
"29642","Romania","RO","Paraffin Waxes","exio"
"29643","Romania","RO","Petroleum Coke","exio"
"29644","Romania","RO","Non-specified Petroleum Products","exio"
"29645","Romania","RO","Nuclear fuel","exio"
"29646","Romania","RO","Plastics, basic","exio"
"29647","Romania","RO","Secondary plastic for treatment, Re-processing of secondary plastic into new plastic","exio"
"29648","Romania","RO","N-fertiliser","exio"
"29649","Romania","RO","P- and other fertiliser","exio"
"29650","Romania","RO","Chemicals nec","exio"
"29651","Romania","RO","Charcoal","exio"
"29652","Romania","RO","Additives/Blending Components","exio"
"29653","Romania","RO","Biogasoline","exio"
"29654","Romania","RO","Biodiesels","exio"
"29655","Romania","RO","Other Liquid Biofuels","exio"
"29656","Romania","RO","Rubber and plastic products","exio"
"29657","Romania","RO","Glass and glass products","exio"
"29658","Romania","RO","Secondary glass for treatment, Re-processing of secondary glass into new glass","exio"
"29659","Romania","RO","Ceramic goods","exio"
"29660","Romania","RO","Bricks, tiles and construction products, in baked clay","exio"
"29661","Romania","RO","Cement, lime and plaster","exio"
"29662","Romania","RO","Ash for treatment, Re-processing of ash into clinker","exio"
"29663","Romania","RO","Other non-metallic mineral products","exio"
"29664","Romania","RO","Basic iron and steel and of ferro-alloys and first products thereof","exio"
"29665","Romania","RO","Secondary steel for treatment, Re-processing of secondary steel into new steel","exio"
"29666","Romania","RO","Precious metals","exio"
"29667","Romania","RO","Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals","exio"
"29668","Romania","RO","Aluminium and aluminium products","exio"
"29669","Romania","RO","Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium","exio"
"29670","Romania","RO","Lead, zinc and tin and products thereof","exio"
"29671","Romania","RO","Secondary lead for treatment, Re-processing of secondary lead into new lead","exio"
"29672","Romania","RO","Copper products","exio"
"29673","Romania","RO","Secondary copper for treatment, Re-processing of secondary copper into new copper","exio"
"29674","Romania","RO","Other non-ferrous metal products","exio"
"29675","Romania","RO","Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals","exio"
"29676","Romania","RO","Foundry work services","exio"
"29677","Romania","RO","Fabricated metal products, except machinery and equipment","exio"
"29678","Romania","RO","Machinery and equipment n.e.c.","exio"
"29679","Romania","RO","Office machinery and computers","exio"
"29680","Romania","RO","Electrical machinery and apparatus n.e.c.","exio"
"29681","Romania","RO","Radio, television and communication equipment and apparatus","exio"
"29682","Romania","RO","Medical, precision and optical instruments, watches and clocks","exio"
"29683","Romania","RO","Motor vehicles, trailers and semi-trailers","exio"
"29684","Romania","RO","Other transport equipment","exio"
"29685","Romania","RO","Furniture; other manufactured goods n.e.c.","exio"
"29686","Romania","RO","Secondary raw materials","exio"
"29687","Romania","RO","Bottles for treatment, Recycling of bottles by direct reuse","exio"
"29688","Romania","RO","Electricity by coal","exio"
"29689","Romania","RO","Electricity by gas","exio"
"29690","Romania","RO","Electricity by nuclear","exio"
"29691","Romania","RO","Electricity by hydro","exio"
"29692","Romania","RO","Electricity by wind","exio"
"29693","Romania","RO","Electricity by petroleum and other oil derivatives","exio"
"29694","Romania","RO","Electricity by biomass and waste","exio"
"29695","Romania","RO","Electricity by solar photovoltaic","exio"
"29696","Romania","RO","Electricity by solar thermal","exio"
"29697","Romania","RO","Electricity by tide, wave, ocean","exio"
"29698","Romania","RO","Electricity by Geothermal","exio"
"29699","Romania","RO","Electricity nec","exio"
"29700","Romania","RO","Transmission services of electricity","exio"
"29701","Romania","RO","Distribution and trade services of electricity","exio"
"29702","Romania","RO","Coke oven gas","exio"
"29703","Romania","RO","Blast Furnace Gas","exio"
"29704","Romania","RO","Oxygen Steel Furnace Gas","exio"
"29705","Romania","RO","Gas Works Gas","exio"
"29706","Romania","RO","Biogas","exio"
"29707","Romania","RO","Distribution services of gaseous fuels through mains","exio"
"29708","Romania","RO","Steam and hot water supply services","exio"
"29709","Romania","RO","Collected and purified water, distribution services of water","exio"
"29710","Romania","RO","Construction work","exio"
"29711","Romania","RO","Secondary construction material for treatment, Re-processing of secondary construction material into aggregates","exio"
"29712","Romania","RO","Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries","exio"
"29713","Romania","RO","Retail trade services of motor fuel","exio"
"29714","Romania","RO","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","exio"
"29715","Romania","RO","Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","exio"
"29716","Romania","RO","Hotel and restaurant services","exio"
"29717","Romania","RO","Railway transportation services","exio"
"29718","Romania","RO","Other land transportation services","exio"
"29719","Romania","RO","Transportation services via pipelines","exio"
"29720","Romania","RO","Sea and coastal water transportation services","exio"
"29721","Romania","RO","Inland water transportation services","exio"
"29722","Romania","RO","Air transport services","exio"
"29723","Romania","RO","Supporting and auxiliary transport services; travel agency services","exio"
"29724","Romania","RO","Post and telecommunication services","exio"
"29725","Romania","RO","Financial intermediation services, except insurance and pension funding services","exio"
"29726","Romania","RO","Insurance and pension funding services, except compulsory social security services","exio"
"29727","Romania","RO","Services auxiliary to financial intermediation","exio"
"29728","Romania","RO","Real estate services","exio"
"29729","Romania","RO","Renting services of machinery and equipment without operator and of personal and household goods","exio"
"29730","Romania","RO","Computer and related services","exio"
"29731","Romania","RO","Research and development services","exio"
"29732","Romania","RO","Other business services","exio"
"29733","Romania","RO","Public administration and defence services; compulsory social security services","exio"
"29734","Romania","RO","Education services","exio"
"29735","Romania","RO","Health and social work services","exio"
"29736","Romania","RO","Food waste for treatment: incineration","exio"
"29737","Romania","RO","Paper waste for treatment: incineration","exio"
"29738","Romania","RO","Plastic waste for treatment: incineration","exio"
"29739","Romania","RO","Intert/metal waste for treatment: incineration","exio"
"29740","Romania","RO","Textiles waste for treatment: incineration","exio"
"29741","Romania","RO","Wood waste for treatment: incineration","exio"
"29742","Romania","RO","Oil/hazardous waste for treatment: incineration","exio"
"29743","Romania","RO","Food waste for treatment: biogasification and land application","exio"
"29744","Romania","RO","Paper waste for treatment: biogasification and land application","exio"
"29745","Romania","RO","Sewage sludge for treatment: biogasification and land application","exio"
"29746","Romania","RO","Food waste for treatment: composting and land application","exio"
"29747","Romania","RO","Paper and wood waste for treatment: composting and land application","exio"
"29748","Romania","RO","Food waste for treatment: waste water treatment","exio"
"29749","Romania","RO","Other waste for treatment: waste water treatment","exio"
"29750","Romania","RO","Food waste for treatment: landfill","exio"
"29751","Romania","RO","Paper for treatment: landfill","exio"
"29752","Romania","RO","Plastic waste for treatment: landfill","exio"
"29753","Romania","RO","Inert/metal/hazardous waste for treatment: landfill","exio"
"29754","Romania","RO","Textiles waste for treatment: landfill","exio"
"29755","Romania","RO","Wood waste for treatment: landfill","exio"
"29756","Romania","RO","Membership organisation services n.e.c.","exio"
"29757","Romania","RO","Recreational, cultural and sporting services","exio"
"29758","Romania","RO","Other services","exio"
"29759","Romania","RO","Private households with employed persons","exio"
"29760","Romania","RO","Extra-territorial organizations and bodies","exio"
"29761","Sweden","SE","Paddy rice","exio"
"29762","Sweden","SE","Wheat","exio"
"29763","Sweden","SE","Cereal grains nec","exio"
"29764","Sweden","SE","Vegetables, fruit, nuts","exio"
"29765","Sweden","SE","Oil seeds","exio"
"29766","Sweden","SE","Sugar cane, sugar beet","exio"
"29767","Sweden","SE","Plant-based fibers","exio"
"29768","Sweden","SE","Crops nec","exio"
"29769","Sweden","SE","Cattle","exio"
"29770","Sweden","SE","Pigs","exio"
"29771","Sweden","SE","Poultry","exio"
"29772","Sweden","SE","Meat animals nec","exio"
"29773","Sweden","SE","Animal products nec","exio"
"29774","Sweden","SE","Raw milk","exio"
"29775","Sweden","SE","Wool, silk-worm cocoons","exio"
"29776","Sweden","SE","Manure (conventional treatment)","exio"
"29777","Sweden","SE","Manure (biogas treatment)","exio"
"29778","Sweden","SE","Products of forestry, logging and related services","exio"
"29779","Sweden","SE","Fish and other fishing products; services incidental of fishing","exio"
"29780","Sweden","SE","Anthracite","exio"
"29781","Sweden","SE","Coking Coal","exio"
"29782","Sweden","SE","Other Bituminous Coal","exio"
"29783","Sweden","SE","Sub-Bituminous Coal","exio"
"29784","Sweden","SE","Patent Fuel","exio"
"29785","Sweden","SE","Lignite/Brown Coal","exio"
"29786","Sweden","SE","BKB/Peat Briquettes","exio"
"29787","Sweden","SE","Peat","exio"
"29788","Sweden","SE","Crude petroleum and services related to crude oil extraction, excluding surveying","exio"
"29789","Sweden","SE","Natural gas and services related to natural gas extraction, excluding surveying","exio"
"29790","Sweden","SE","Natural Gas Liquids","exio"
"29791","Sweden","SE","Other Hydrocarbons","exio"
"29792","Sweden","SE","Uranium and thorium ores","exio"
"29793","Sweden","SE","Iron ores","exio"
"29794","Sweden","SE","Copper ores and concentrates","exio"
"29795","Sweden","SE","Nickel ores and concentrates","exio"
"29796","Sweden","SE","Aluminium ores and concentrates","exio"
"29797","Sweden","SE","Precious metal ores and concentrates","exio"
"29798","Sweden","SE","Lead, zinc and tin ores and concentrates","exio"
"29799","Sweden","SE","Other non-ferrous metal ores and concentrates","exio"
"29800","Sweden","SE","Stone","exio"
"29801","Sweden","SE","Sand and clay","exio"
"29802","Sweden","SE","Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.","exio"
"29803","Sweden","SE","Products of meat cattle","exio"
"29804","Sweden","SE","Products of meat pigs","exio"
"29805","Sweden","SE","Products of meat poultry","exio"
"29806","Sweden","SE","Meat products nec","exio"
"29807","Sweden","SE","products of Vegetable oils and fats","exio"
"29808","Sweden","SE","Dairy products","exio"
"29809","Sweden","SE","Processed rice","exio"
"29810","Sweden","SE","Sugar","exio"
"29811","Sweden","SE","Food products nec","exio"
"29812","Sweden","SE","Beverages","exio"
"29813","Sweden","SE","Fish products","exio"
"29814","Sweden","SE","Tobacco products","exio"
"29815","Sweden","SE","Textiles","exio"
"29816","Sweden","SE","Wearing apparel; furs","exio"
"29817","Sweden","SE","Leather and leather products","exio"
"29818","Sweden","SE","Wood and products of wood and cork (except furniture); articles of straw and plaiting materials","exio"
"29819","Sweden","SE","Wood material for treatment, Re-processing of secondary wood material into new wood material","exio"
"29820","Sweden","SE","Pulp","exio"
"29821","Sweden","SE","Secondary paper for treatment, Re-processing of secondary paper into new pulp","exio"
"29822","Sweden","SE","Paper and paper products","exio"
"29823","Sweden","SE","Printed matter and recorded media","exio"
"29824","Sweden","SE","Coke Oven Coke","exio"
"29825","Sweden","SE","Gas Coke","exio"
"29826","Sweden","SE","Coal Tar","exio"
"29827","Sweden","SE","Motor Gasoline","exio"
"29828","Sweden","SE","Aviation Gasoline","exio"
"29829","Sweden","SE","Gasoline Type Jet Fuel","exio"
"29830","Sweden","SE","Kerosene Type Jet Fuel","exio"
"29831","Sweden","SE","Kerosene","exio"
"29832","Sweden","SE","Gas/Diesel Oil","exio"
"29833","Sweden","SE","Heavy Fuel Oil","exio"
"29834","Sweden","SE","Refinery Gas","exio"
"29835","Sweden","SE","Liquefied Petroleum Gases (LPG)","exio"
"29836","Sweden","SE","Refinery Feedstocks","exio"
"29837","Sweden","SE","Ethane","exio"
"29838","Sweden","SE","Naphtha","exio"
"29839","Sweden","SE","White Spirit & SBP","exio"
"29840","Sweden","SE","Lubricants","exio"
"29841","Sweden","SE","Bitumen","exio"
"29842","Sweden","SE","Paraffin Waxes","exio"
"29843","Sweden","SE","Petroleum Coke","exio"
"29844","Sweden","SE","Non-specified Petroleum Products","exio"
"29845","Sweden","SE","Nuclear fuel","exio"
"29846","Sweden","SE","Plastics, basic","exio"
"29847","Sweden","SE","Secondary plastic for treatment, Re-processing of secondary plastic into new plastic","exio"
"29848","Sweden","SE","N-fertiliser","exio"
"29849","Sweden","SE","P- and other fertiliser","exio"
"29850","Sweden","SE","Chemicals nec","exio"
"29851","Sweden","SE","Charcoal","exio"
"29852","Sweden","SE","Additives/Blending Components","exio"
"29853","Sweden","SE","Biogasoline","exio"
"29854","Sweden","SE","Biodiesels","exio"
"29855","Sweden","SE","Other Liquid Biofuels","exio"
"29856","Sweden","SE","Rubber and plastic products","exio"
"29857","Sweden","SE","Glass and glass products","exio"
"29858","Sweden","SE","Secondary glass for treatment, Re-processing of secondary glass into new glass","exio"
"29859","Sweden","SE","Ceramic goods","exio"
"29860","Sweden","SE","Bricks, tiles and construction products, in baked clay","exio"
"29861","Sweden","SE","Cement, lime and plaster","exio"
"29862","Sweden","SE","Ash for treatment, Re-processing of ash into clinker","exio"
"29863","Sweden","SE","Other non-metallic mineral products","exio"
"29864","Sweden","SE","Basic iron and steel and of ferro-alloys and first products thereof","exio"
"29865","Sweden","SE","Secondary steel for treatment, Re-processing of secondary steel into new steel","exio"
"29866","Sweden","SE","Precious metals","exio"
"29867","Sweden","SE","Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals","exio"
"29868","Sweden","SE","Aluminium and aluminium products","exio"
"29869","Sweden","SE","Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium","exio"
"29870","Sweden","SE","Lead, zinc and tin and products thereof","exio"
"29871","Sweden","SE","Secondary lead for treatment, Re-processing of secondary lead into new lead","exio"
"29872","Sweden","SE","Copper products","exio"
"29873","Sweden","SE","Secondary copper for treatment, Re-processing of secondary copper into new copper","exio"
"29874","Sweden","SE","Other non-ferrous metal products","exio"
"29875","Sweden","SE","Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals","exio"
"29876","Sweden","SE","Foundry work services","exio"
"29877","Sweden","SE","Fabricated metal products, except machinery and equipment","exio"
"29878","Sweden","SE","Machinery and equipment n.e.c.","exio"
"29879","Sweden","SE","Office machinery and computers","exio"
"29880","Sweden","SE","Electrical machinery and apparatus n.e.c.","exio"
"29881","Sweden","SE","Radio, television and communication equipment and apparatus","exio"
"29882","Sweden","SE","Medical, precision and optical instruments, watches and clocks","exio"
"29883","Sweden","SE","Motor vehicles, trailers and semi-trailers","exio"
"29884","Sweden","SE","Other transport equipment","exio"
"29885","Sweden","SE","Furniture; other manufactured goods n.e.c.","exio"
"29886","Sweden","SE","Secondary raw materials","exio"
"29887","Sweden","SE","Bottles for treatment, Recycling of bottles by direct reuse","exio"
"29888","Sweden","SE","Electricity by coal","exio"
"29889","Sweden","SE","Electricity by gas","exio"
"29890","Sweden","SE","Electricity by nuclear","exio"
"29891","Sweden","SE","Electricity by hydro","exio"
"29892","Sweden","SE","Electricity by wind","exio"
"29893","Sweden","SE","Electricity by petroleum and other oil derivatives","exio"
"29894","Sweden","SE","Electricity by biomass and waste","exio"
"29895","Sweden","SE","Electricity by solar photovoltaic","exio"
"29896","Sweden","SE","Electricity by solar thermal","exio"
"29897","Sweden","SE","Electricity by tide, wave, ocean","exio"
"29898","Sweden","SE","Electricity by Geothermal","exio"
"29899","Sweden","SE","Electricity nec","exio"
"29900","Sweden","SE","Transmission services of electricity","exio"
"29901","Sweden","SE","Distribution and trade services of electricity","exio"
"29902","Sweden","SE","Coke oven gas","exio"
"29903","Sweden","SE","Blast Furnace Gas","exio"
"29904","Sweden","SE","Oxygen Steel Furnace Gas","exio"
"29905","Sweden","SE","Gas Works Gas","exio"
"29906","Sweden","SE","Biogas","exio"
"29907","Sweden","SE","Distribution services of gaseous fuels through mains","exio"
"29908","Sweden","SE","Steam and hot water supply services","exio"
"29909","Sweden","SE","Collected and purified water, distribution services of water","exio"
"29910","Sweden","SE","Construction work","exio"
"29911","Sweden","SE","Secondary construction material for treatment, Re-processing of secondary construction material into aggregates","exio"
"29912","Sweden","SE","Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries","exio"
"29913","Sweden","SE","Retail trade services of motor fuel","exio"
"29914","Sweden","SE","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","exio"
"29915","Sweden","SE","Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","exio"
"29916","Sweden","SE","Hotel and restaurant services","exio"
"29917","Sweden","SE","Railway transportation services","exio"
"29918","Sweden","SE","Other land transportation services","exio"
"29919","Sweden","SE","Transportation services via pipelines","exio"
"29920","Sweden","SE","Sea and coastal water transportation services","exio"
